"","street_address","poi_cbg","latitude","longitude","raw_visit_counts","visitor_home_cbgs","visitor_cbg"
"1","12600 Broad St",131414804005,33.275545,-82.976924,23,"{""131414804003"":6,""132450103003"":5,""131414804002"":4,""132450105062"":4,""132379601021"":4}",
