year,month,day,region,iso_country_code,total_visits,total_devices_seen,total_home_visits,total_home_visitors
2019,7,8,ut,US,503780,157366,199128,113829
2019,7,8,va,US,1398721,459850,577390,331861
2019,7,8,vi,US,250,154,0,0
2019,7,8,vt,US,65923,24629,30120,17850
2019,7,8,wa,US,1054771,351952,409696,254441
2019,7,8,wi,US,940307,306407,415024,236235
2019,7,8,wv,US,260074,96149,119799,70947
2019,7,8,wy,US,86772,30861,33178,19456
2019,7,8,yt,CA,245,190,245,190
2019,7,9,ALL,"",60574465,17895080,23681906,13585587
2019,7,9,ALL_CA,CA,330719,246448,330719,246448
2019,7,9,ALL_US,US,60243746,17649116,23351187,13339139
2019,7,9,ab,CA,38193,29945,38193,29945
2019,7,9,ak,US,87384,30536,30876,20208
2019,7,9,al,US,1275452,365053,512033,282429
2019,7,9,ar,US,684828,197454,280454,152851
2019,7,9,as,US,54,46,45,37
2019,7,9,az,US,1075245,331939,403805,245713
2019,7,9,bc,CA,45612,36027,45612,36027
2019,7,9,ca,US,6249844,1817412,2188355,1328899
2019,7,9,co,US,963582,290492,345581,202649
2019,7,9,ct,US,524482,167990,217104,120894
2019,7,9,dc,US,138621,60798,0,0
2019,7,9,de,US,164547,54223,63065,36029
2019,7,9,fl,US,4620874,1328460,1672385,949669
2019,7,9,ga,US,2467860,698448,940205,521248
2019,7,9,gu,US,1268,730,715,569
2019,7,9,hi,US,286331,74245,73719,47637
2019,7,9,ia,US,628249,195025,274405,150390
2019,7,9,id,US,255496,82381,104753,60566
2019,7,9,il,US,2436208,749603,954368,539831
2019,7,9,in,US,1193426,371728,509279,282026
2019,7,9,ks,US,622660,195340,269245,148952
2019,7,9,ky,US,811974,260746,339039,191267
2019,7,9,la,US,1005416,293302,405322,224459
2019,7,9,ma,US,961761,309942,371024,210330
2019,7,9,mb,CA,10322,7775,10322,7775
2019,7,9,md,US,1017314,325822,391579,225980
2019,7,9,me,US,169623,57261,70734,40816
2019,7,9,mi,US,1711135,542787,736352,415466
2019,7,9,mn,US,915972,303208,380754,222740
2019,7,9,mo,US,1316976,399604,524149,294076
2019,7,9,mp,US,569,397,567,395
2019,7,9,ms,US,670111,198261,278978,153752
2019,7,9,mt,US,137175,44107,51657,30277
2019,7,9,nb,CA,5726,4151,5726,4151
2019,7,9,nc,US,2129846,653737,861982,487761
2019,7,9,nd,US,143072,50221,62460,36678
2019,7,9,ne,US,425133,131298,179459,99337
2019,7,9,nh,US,199632,67032,84035,46833
2019,7,9,nj,US,1703526,511851,686484,375728
2019,7,9,nl,CA,3376,2447,3376,2447
2019,7,9,nm,US,260419,87482,102685,60721
2019,7,9,ns,CA,7447,5546,7447,5546
2019,7,9,nt,CA,250,186,250,186
2019,7,9,nu,CA,105,75,105,75
2019,7,9,nv,US,671258,178876,190275,116878
2019,7,9,ny,US,3271314,1013561,1205829,694949
2019,7,9,oh,US,2095940,657364,890918,497488
2019,7,9,ok,US,898347,258671,364990,198885
2019,7,9,on,CA,148748,107995,148748,107995
2019,7,9,or,US,601719,199760,224460,140456
2019,7,9,pa,US,1955053,636026,804714,459582
2019,7,9,pe,CA,1109,822,1109,822
2019,7,9,pr,US,98499,52052,62425,42470
2019,7,9,qc,CA,60957,44510,60957,44510
2019,7,9,ri,US,158932,54875,61664,34722
2019,7,9,sc,US,1106877,331250,427886,236874
2019,7,9,sd,US,149352,47229,60708,34395
2019,7,9,sk,CA,8652,6801,8652,6801
2019,7,9,tn,US,1455921,427653,565211,315855
2019,7,9,tx,US,6144875,1758760,2358754,1330603
2019,7,9,ut,US,512161,155405,199069,112442
2019,7,9,va,US,1425633,435812,563851,317292
2019,7,9,vi,US,222,162,0,0
2019,7,9,vt,US,65198,23974,29290,17330
2019,7,9,wa,US,1064266,353184,407723,255577
2019,7,9,wi,US,964498,310552,417113,239263
2019,7,9,wv,US,261156,92370,116638,68300
2019,7,9,wy,US,86460,29213,32017,18565
2019,7,9,yt,CA,222,168,222,168
2019,7,10,ALL,"",61578599,18333554,23855457,13773888
2019,7,10,ALL_CA,CA,325047,238275,325047,238275
2019,7,10,ALL_US,US,61253552,18095795,23530410,13535613
2019,7,10,ab,CA,36975,28369,36975,28369
2019,7,10,ak,US,88620,30908,31065,20347
2019,7,10,al,US,1301039,372523,511090,284438
2019,7,10,ar,US,687561,203321,281629,156167
2019,7,10,as,US,58,46,45,38
2019,7,10,az,US,1085486,334476,404202,245657
2019,7,10,bc,CA,43206,33637,43206,33637
2019,7,10,ca,US,6365338,1850558,2192750,1327017
2019,7,10,co,US,984247,297019,346056,203373
2019,7,10,ct,US,533920,172146,219452,122806
2019,7,10,dc,US,145292,63753,0,0
2019,7,10,de,US,167328,55550,63704,36749
2019,7,10,fl,US,4705220,1341215,1674706,951431
2019,7,10,ga,US,2498780,710430,935705,523611
2019,7,10,gu,US,1330,736,740,570
2019,7,10,hi,US,289883,74938,74225,47617
2019,7,10,ia,US,640320,194325,270236,147949
2019,7,10,id,US,257068,83362,104602,60442
2019,7,10,il,US,2482755,774280,966047,551334
2019,7,10,in,US,1229345,392660,525263,296516
2019,7,10,ks,US,635562,206095,272160,153544
2019,7,10,ky,US,837670,266824,343771,196072
2019,7,10,la,US,1018789,313772,419671,235286
2019,7,10,ma,US,979687,320163,373467,213761
2019,7,10,mb,CA,9952,7319,9952,7319
2019,7,10,md,US,1032902,336560,395415,230343
2019,7,10,me,US,171892,58790,72152,41824
2019,7,10,mi,US,1758924,570626,758657,433017
2019,7,10,mn,US,944319,302467,377405,220214
2019,7,10,mo,US,1331523,412022,525002,298940
2019,7,10,mp,US,531,371,527,369
2019,7,10,ms,US,676073,205086,280709,157421
2019,7,10,mt,US,139268,44360,51929,30204
2019,7,10,nb,CA,5859,4172,5859,4172
2019,7,10,nc,US,2151266,660736,865420,490463
2019,7,10,nd,US,143645,47037,59704,34444
2019,7,10,ne,US,424003,131028,177891,99190
2019,7,10,nh,US,204597,68134,84934,47814
2019,7,10,nj,US,1729861,527181,691510,382068
2019,7,10,nl,CA,3394,2457,3394,2457
2019,7,10,nm,US,265282,89908,103372,61203
2019,7,10,ns,CA,7329,5337,7329,5337
2019,7,10,nt,CA,212,164,212,164
2019,7,10,nu,CA,127,84,127,84
2019,7,10,nv,US,684640,181447,190540,116556
2019,7,10,ny,US,3328371,1047622,1215924,706709
2019,7,10,oh,US,2129207,678864,911070,514791
2019,7,10,ok,US,907160,262741,364029,200054
2019,7,10,on,CA,147171,105462,147171,105462
2019,7,10,or,US,614549,201330,224684,139319
2019,7,10,pa,US,1991426,660604,817853,473938
2019,7,10,pe,CA,1112,801,1112,801
2019,7,10,pr,US,110502,57424,67551,45506
2019,7,10,qc,CA,61282,44029,61282,44029
2019,7,10,ri,US,161856,56742,61968,35337
2019,7,10,sc,US,1134583,337903,427644,237849
2019,7,10,sd,US,149917,46292,59968,33567
2019,7,10,sk,CA,8215,6291,8215,6291
2019,7,10,tn,US,1471863,438792,567240,321184
2019,7,10,tx,US,6240132,1832340,2397290,1371761
2019,7,10,ut,US,513679,157279,198714,112376
2019,7,10,va,US,1437767,447355,565605,321702
2019,7,10,vi,US,226,150,0,0
2019,7,10,vt,US,67433,25277,30440,18286
2019,7,10,wa,US,1066630,357186,404587,254564
2019,7,10,wi,US,980703,316053,419219,241143
2019,7,10,wv,US,264879,95593,118818,70363
2019,7,10,wy,US,88645,29262,32053,18369
2019,7,10,yt,CA,213,153,213,153
2019,7,11,ALL,"",61712671,18223644,23402434,13520611
2019,7,11,ALL_CA,CA,323703,238012,323703,238012
2019,7,11,ALL_US,US,61388968,17986169,23078731,13282599
2019,7,11,ab,CA,37179,28583,37179,28583
2019,7,11,ak,US,86163,30070,30256,19868
2019,7,11,al,US,1311312,374604,504349,280519
2019,7,11,ar,US,694457,197872,273970,149954
2019,7,11,as,US,36,34,30,28
2019,7,11,az,US,1080441,330535,395397,240231
2019,7,11,bc,CA,44154,34435,44154,34435
2019,7,11,ca,US,6374089,1829804,2155106,1300048
2019,7,11,co,US,978822,293546,336899,198427
2019,7,11,ct,US,535577,176122,219260,124318
2019,7,11,dc,US,142707,65964,0,0
2019,7,11,de,US,168979,60170,65424,38798
2019,7,11,fl,US,4714499,1338097,1642233,935620
2019,7,11,ga,US,2527714,714707,926463,519396
2019,7,11,gu,US,1378,742,752,570
2019,7,11,hi,US,285531,73769,72049,46525
2019,7,11,ia,US,636053,189362,261471,142248
2019,7,11,id,US,253433,81157,100759,58015
2019,7,11,il,US,2474209,745997,926233,524232
2019,7,11,in,US,1228346,376890,499989,279758
2019,7,11,ks,US,624863,190292,258020,141508
2019,7,11,ky,US,851414,272905,340804,195307
2019,7,11,la,US,1042041,303398,412390,226985
2019,7,11,ma,US,998080,330533,374586,217724
2019,7,11,mb,CA,9930,7365,9930,7365
2019,7,11,md,US,1016399,348739,396374,235432
2019,7,11,me,US,173894,60283,71847,42236
2019,7,11,mi,US,1752133,551488,726450,412530
2019,7,11,mn,US,943780,287344,360082,205792
2019,7,11,mo,US,1344592,395428,506688,282747
2019,7,11,mp,US,535,385,531,383
2019,7,11,ms,US,683803,203602,275548,153403
2019,7,11,mt,US,137690,43552,49721,29170
2019,7,11,nb,CA,5485,3965,5485,3965
2019,7,11,nc,US,2180253,677669,871096,497682
2019,7,11,nd,US,141061,44847,56938,32180
2019,7,11,ne,US,417698,125704,169153,92567
2019,7,11,nh,US,203784,71464,85869,49554
2019,7,11,nj,US,1708500,548976,693828,392033
2019,7,11,nl,CA,3114,2262,3114,2262
2019,7,11,nm,US,262015,88724,100589,59628
2019,7,11,ns,CA,7163,5245,7163,5245
2019,7,11,nt,CA,214,164,214,164
2019,7,11,nu,CA,128,89,128,89
2019,7,11,nv,US,691852,180201,185987,113854
2019,7,11,ny,US,3319999,1071120,1212219,712602
2019,7,11,oh,US,2148822,688658,895205,512038
2019,7,11,ok,US,908896,256460,355165,193286
2019,7,11,on,CA,146411,105064,146411,105064
2019,7,11,or,US,619982,197429,220620,135047
2019,7,11,pa,US,1977569,703235,825492,493828
2019,7,11,pe,CA,1033,745,1033,745
2019,7,11,pr,US,103997,53885,63449,42898
2019,7,11,qc,CA,60372,43554,60372,43554
2019,7,11,ri,US,164418,58325,61958,35646
2019,7,11,sc,US,1129669,335351,421545,234271
2019,7,11,sd,US,149316,44781,57755,31853
2019,7,11,sk,CA,8302,6365,8302,6365
2019,7,11,tn,US,1486687,443830,558668,318007
2019,7,11,tx,US,6276244,1775757,2320450,1313461
2019,7,11,ut,US,508568,153839,191266,108597
2019,7,11,va,US,1444301,462901,568876,327357
2019,7,11,vi,US,229,158,0,0
2019,7,11,vt,US,70142,27530,31514,19571
2019,7,11,wa,US,1082991,349149,398658,246767
2019,7,11,wi,US,970208,303568,397632,227253
2019,7,11,wv,US,270745,101152,119961,72917
2019,7,11,wy,US,88052,29519,31157,17930
2019,7,11,yt,CA,218,176,218,176
2019,7,12,ALL,"",63805206,17913665,22862262,13083994
2019,7,12,ALL_CA,CA,320828,235989,320828,235989
2019,7,12,ALL_US,US,63484378,17678268,22541434,12848005
2019,7,12,ab,CA,36699,28141,36699,28141
2019,7,12,ak,US,90404,30123,29953,19074
2019,7,12,al,US,1380923,385572,503291,279349
2019,7,12,ar,US,727185,205561,272722,150068
2019,7,12,as,US,53,42,49,38
2019,7,12,az,US,1137213,334543,400306,237773
2019,7,12,bc,CA,44003,34048,44003,34048
2019,7,12,ca,US,6560922,1799526,2151707,1273731
2019,7,12,co,US,1014828,293220,333266,193710
2019,7,12,ct,US,546096,170769,209512,117764
2019,7,12,dc,US,145477,60849,0,0
2019,7,12,de,US,176388,57231,59954,34460
2019,7,12,fl,US,4865029,1343413,1620122,920958
2019,7,12,ga,US,2629928,719720,915369,512939
2019,7,12,gu,US,1405,744,753,554
2019,7,12,hi,US,299360,72268,72509,45009
2019,7,12,ia,US,663800,193121,257704,140250
2019,7,12,id,US,264783,83956,100572,57586
2019,7,12,il,US,2535829,750467,909248,514111
2019,7,12,in,US,1277036,377716,487743,271027
2019,7,12,ks,US,642437,191006,252225,138211
2019,7,12,ky,US,885826,266171,327698,184206
2019,7,12,la,US,991006,310213,415346,228967
2019,7,12,ma,US,1013158,334599,364189,213771
2019,7,12,mb,CA,9820,7257,9820,7257
2019,7,12,md,US,1073192,327873,375058,216822
2019,7,12,me,US,178461,60735,69432,41268
2019,7,12,mi,US,1774243,547187,695975,397478
2019,7,12,mn,US,964643,295824,350892,203951
2019,7,12,mo,US,1409379,400180,495148,275122
2019,7,12,mp,US,518,372,514,370
2019,7,12,ms,US,741499,216149,282868,156549
2019,7,12,mt,US,141820,44463,49200,28769
2019,7,12,nb,CA,5630,4046,5630,4046
2019,7,12,nc,US,2253815,667132,838627,475741
2019,7,12,nd,US,140265,46173,53805,31874
2019,7,12,ne,US,426143,125794,164472,90638
2019,7,12,nh,US,209143,70977,81200,47023
2019,7,12,nj,US,1786672,522206,655175,362301
2019,7,12,nl,CA,3119,2271,3119,2271
2019,7,12,nm,US,274507,88548,99308,57611
2019,7,12,ns,CA,7269,5353,7269,5353
2019,7,12,nt,CA,232,175,232,175
2019,7,12,nu,CA,120,86,120,86
2019,7,12,nv,US,739002,187081,187782,113073
2019,7,12,ny,US,3382834,1023256,1143984,669469
2019,7,12,oh,US,2205040,658189,848057,475858
2019,7,12,ok,US,943730,258281,348818,188639
2019,7,12,on,CA,144406,103833,144406,103833
2019,7,12,or,US,632919,194981,217965,130989
2019,7,12,pa,US,2055457,643988,764573,439834
2019,7,12,pe,CA,1091,794,1091,794
2019,7,12,pr,US,108058,53612,61884,41800
2019,7,12,qc,CA,60060,43566,60060,43566
2019,7,12,ri,US,168402,57799,60724,35353
2019,7,12,sc,US,1176205,340153,413898,229107
2019,7,12,sd,US,152888,47508,55119,31673
2019,7,12,sk,CA,8162,6247,8162,6247
2019,7,12,tn,US,1574526,449983,555005,311607
2019,7,12,tx,US,6542830,1769615,2302596,1286898
2019,7,12,ut,US,517993,151275,187756,105048
2019,7,12,va,US,1497366,445353,542698,307164
2019,7,12,vi,US,267,160,0,0
2019,7,12,vt,US,72302,26645,29225,17767
2019,7,12,wa,US,1116994,343134,394221,238303
2019,7,12,wi,US,1004824,312316,388760,222782
2019,7,12,wv,US,276729,95136,111227,65565
2019,7,12,wy,US,92626,30915,31230,18003
2019,7,12,yt,CA,217,172,217,172
2019,7,13,ALL,"",58761130,17191537,21755487,12513799
2019,7,13,ALL_CA,CA,287100,212398,287100,212398
2019,7,13,ALL_US,US,58474030,16979634,21468387,12301401
2019,7,13,ab,CA,32976,25305,32976,25305
2019,7,13,ak,US,80040,28089,28610,18207
2019,7,13,al,US,1223154,377000,473236,269394
2019,7,13,ar,US,648486,203396,264450,148409
2019,7,13,as,US,48,40,38,31
2019,7,13,az,US,1075048,321336,392618,229148
2019,7,13,bc,CA,40893,31266,40893,31266
2019,7,13,ca,US,6137124,1722147,2081480,1216476
2019,7,13,co,US,954173,287397,323039,187993
2019,7,13,ct,US,500190,161406,196299,110539
2019,7,13,dc,US,112249,46564,0,0
2019,7,13,de,US,168439,57217,56426,32700
2019,7,13,fl,US,4615222,1287845,1537621,875080
2019,7,13,ga,US,2435842,695558,878919,492407
2019,7,13,gu,US,1360,712,771,544
2019,7,13,hi,US,288373,71123,74086,43909
2019,7,13,ia,US,608540,189882,243108,135771
2019,7,13,id,US,240209,80368,95909,55311
2019,7,13,il,US,2371847,722263,879574,498198
2019,7,13,in,US,1176353,365134,467094,261521
2019,7,13,ks,US,591560,182268,239801,132175
2019,7,13,ky,US,799129,258138,313270,178505
2019,7,13,la,US,641432,283872,330297,214546
2019,7,13,ma,US,907643,296530,331409,190895
2019,7,13,mb,CA,8679,6454,8679,6454
2019,7,13,md,US,1015098,317311,358368,207274
2019,7,13,me,US,165562,56841,63526,37051
2019,7,13,mi,US,1624881,527685,664423,381542
2019,7,13,mn,US,877500,274207,324734,189288
2019,7,13,mo,US,1314607,389887,476032,265955
2019,7,13,mp,US,502,364,502,364
2019,7,13,ms,US,634855,209652,265864,152564
2019,7,13,mt,US,126608,43887,46380,27896
2019,7,13,nb,CA,4629,3459,4629,3459
2019,7,13,nc,US,2090003,643377,800553,454561
2019,7,13,nd,US,118864,40851,46445,27933
2019,7,13,ne,US,387707,120372,154528,86228
2019,7,13,nh,US,195507,66486,73334,41794
2019,7,13,nj,US,1671112,507115,613602,343828
2019,7,13,nl,CA,2669,1952,2669,1952
2019,7,13,nm,US,250841,86154,93818,55292
2019,7,13,ns,CA,6193,4618,6193,4618
2019,7,13,nt,CA,213,153,213,153
2019,7,13,nu,CA,97,74,97,74
2019,7,13,nv,US,714454,181205,184752,109426
2019,7,13,ny,US,3018181,959014,1073589,635284
2019,7,13,oh,US,2053923,635688,816530,458254
2019,7,13,ok,US,860733,251668,333839,182758
2019,7,13,on,CA,127705,92358,127705,92358
2019,7,13,or,US,584099,186784,209276,125473
2019,7,13,pa,US,1892405,615098,720312,416696
2019,7,13,pe,CA,920,673,920,673
2019,7,13,pr,US,105024,54447,64084,43836
2019,7,13,qc,CA,54708,40363,54708,40363
2019,7,13,ri,US,164382,56428,56433,32237
2019,7,13,sc,US,1091848,344086,400772,225689
2019,7,13,sd,US,139622,46047,50776,29694
2019,7,13,sk,CA,7249,5589,7249,5589
2019,7,13,tn,US,1464667,446163,542443,307941
2019,7,13,tx,US,6120870,1713161,2225198,1244407
2019,7,13,ut,US,488015,146715,186600,103012
2019,7,13,va,US,1392842,426288,517192,292544
2019,7,13,vi,US,200,150,0,0
2019,7,13,vt,US,63788,24438,26317,15961
2019,7,13,wa,US,1017427,323505,377173,227264
2019,7,13,wi,US,919363,298704,359533,208204
2019,7,13,wv,US,247594,90408,105162,62700
2019,7,13,wy,US,84485,29611,28242,16692
2019,7,13,yt,CA,169,134,169,134
2019,7,14,ALL,"",54299305,17570793,23355497,13485521
2019,7,14,ALL_CA,CA,329212,241789,329212,241789
2019,7,14,ALL_US,US,53970093,17329629,23026285,13243732
2019,7,14,ab,CA,38579,29511,38579,29511
2019,7,14,ak,US,74482,28869,29537,18927
2019,7,14,al,US,1128806,372220,510289,283802
2019,7,14,ar,US,583427,210869,286123,163856
2019,7,14,as,US,44,38,38,34
2019,7,14,az,US,974017,329649,404299,243208
2019,7,14,bc,CA,45488,34809,45488,34809
2019,7,14,ca,US,5727469,1742705,2158922,1284123
2019,7,14,co,US,886019,295621,343526,203550
2019,7,14,ct,US,457365,165583,207651,118597
2019,7,14,dc,US,93638,40992,0,0
2019,7,14,de,US,150250,56365,60486,35252
2019,7,14,fl,US,4163106,1273904,1592265,907127
2019,7,14,ga,US,2210672,681684,924119,510999
2019,7,14,gu,US,1157,659,711,508
2019,7,14,hi,US,267810,71171,74280,45159
2019,7,14,ia,US,554191,194338,267842,148319
2019,7,14,id,US,215326,83096,103617,60836
2019,7,14,il,US,2219449,760370,960069,552109
2019,7,14,in,US,1094979,386663,520038,294002
2019,7,14,ks,US,545663,188185,259836,144572
2019,7,14,ky,US,742216,265326,346332,196279
2019,7,14,la,US,724863,299267,375349,231516
2019,7,14,ma,US,846178,303865,356994,207223
2019,7,14,mb,CA,10315,7669,10315,7669
2019,7,14,md,US,925287,320472,382603,221011
2019,7,14,me,US,157175,60561,70350,41748
2019,7,14,mi,US,1534310,544672,733047,418306
2019,7,14,mn,US,865240,322832,406023,243189
2019,7,14,mo,US,1202590,404070,529539,297255
2019,7,14,mp,US,539,374,539,374
2019,7,14,ms,US,557025,208910,277279,161709
2019,7,14,mt,US,120643,47642,52013,32376
2019,7,14,nb,CA,5793,4160,5793,4160
2019,7,14,nc,US,1874353,624798,838205,470076
2019,7,14,nd,US,120330,47647,59517,35905
2019,7,14,ne,US,356683,124461,169677,94821
2019,7,14,nh,US,186787,69252,79961,46003
2019,7,14,nj,US,1541927,516408,658061,369729
2019,7,14,nl,CA,3274,2388,3274,2388
2019,7,14,nm,US,231197,88667,99528,59938
2019,7,14,ns,CA,7454,5434,7454,5434
2019,7,14,nt,CA,226,173,226,173
2019,7,14,nu,CA,117,81,117,81
2019,7,14,nv,US,644661,183626,188529,114423
2019,7,14,ny,US,2820091,976835,1158019,682493
2019,7,14,oh,US,1933107,669745,907525,510029
2019,7,14,ok,US,794268,256897,359678,196056
2019,7,14,on,CA,147888,106127,147888,106127
2019,7,14,or,US,547295,191966,221845,135238
2019,7,14,pa,US,1757449,631895,784464,453074
2019,7,14,pe,CA,1097,789,1097,789
2019,7,14,pr,US,91451,51364,61918,42619
2019,7,14,qc,CA,60317,43959,60317,43959
2019,7,14,ri,US,149206,56495,59664,34284
2019,7,14,sc,US,1001432,330434,417643,231221
2019,7,14,sd,US,132131,49739,60820,35611
2019,7,14,sk,CA,8449,6528,8449,6528
2019,7,14,tn,US,1321369,443379,571816,325066
2019,7,14,tx,US,5565770,1738092,2355348,1325225
2019,7,14,ut,US,399805,149709,196349,110559
2019,7,14,va,US,1268298,427613,552243,312945
2019,7,14,vi,US,144,106,0,0
2019,7,14,vt,US,58900,25263,28881,17791
2019,7,14,wa,US,952387,333383,400114,244969
2019,7,14,wi,US,883913,321488,415577,242055
2019,7,14,wv,US,233882,92671,115335,68299
2019,7,14,wy,US,79321,31592,31852,19337
2019,7,14,yt,CA,215,161,215,161
2019,7,15,ALL,"",59545397,17860784,23284697,13349149
2019,7,15,ALL_CA,CA,313927,231723,313927,231723
2019,7,15,ALL_US,US,59231470,17629561,22970770,13117426
2019,7,15,ab,CA,36397,28306,36397,28306
2019,7,15,ak,US,84615,29498,29446,19101
2019,7,15,al,US,1242882,362866,495666,273817
2019,7,15,ar,US,664282,206324,280041,156253
2019,7,15,as,US,43,38,34,31
2019,7,15,az,US,1053759,329350,394797,240101
2019,7,15,bc,CA,43396,33943,43396,33943
2019,7,15,ca,US,6105216,1768739,2122812,1283430
2019,7,15,co,US,953975,296356,337233,199701
2019,7,15,ct,US,508720,164472,211989,117192
2019,7,15,dc,US,131863,56116,0,0
2019,7,15,de,US,164455,54367,61275,34840
2019,7,15,fl,US,4536516,1289313,1617446,905464
2019,7,15,ga,US,2399089,680807,911294,501069
2019,7,15,gu,US,1272,685,687,522
2019,7,15,hi,US,279177,71836,70160,45094
2019,7,15,ia,US,616684,193069,268398,145982
2019,7,15,id,US,248921,81971,102503,59287
2019,7,15,il,US,2405484,762731,950751,540923
2019,7,15,in,US,1183668,388210,515622,290950
2019,7,15,ks,US,606786,191309,259212,141484
2019,7,15,ky,US,809913,268761,342445,194556
2019,7,15,la,US,947656,292121,390225,218930
2019,7,15,ma,US,955851,309731,365146,206162
2019,7,15,mb,CA,9455,7049,9455,7049
2019,7,15,md,US,987213,316867,381935,219057
2019,7,15,me,US,167236,56968,69402,39776
2019,7,15,mi,US,1742656,589406,769262,442099
2019,7,15,mn,US,936993,329016,395091,234318
2019,7,15,mo,US,1292729,406898,514884,292451
2019,7,15,mp,US,506,362,504,361
2019,7,15,ms,US,655029,203934,273200,153363
2019,7,15,mt,US,137429,46033,51774,30614
2019,7,15,nb,CA,5221,3830,5221,3830
2019,7,15,nc,US,2051021,633175,832045,466538
2019,7,15,nd,US,142567,47327,59115,33775
2019,7,15,ne,US,409626,130452,175378,96982
2019,7,15,nh,US,198050,66414,81416,45218
2019,7,15,nj,US,1698152,516140,675784,368569
2019,7,15,nl,CA,3011,2206,3011,2206
2019,7,15,nm,US,255928,87312,99797,58996
2019,7,15,ns,CA,6694,4877,6694,4877
2019,7,15,nt,CA,229,169,229,169
2019,7,15,nu,CA,102,72,102,72
2019,7,15,nv,US,653406,179052,184951,113399
2019,7,15,ny,US,3243852,1011238,1190767,684046
2019,7,15,oh,US,2099234,696794,914408,520677
2019,7,15,ok,US,881109,254425,356261,192493
2019,7,15,on,CA,141655,101786,141655,101786
2019,7,15,or,US,588122,195243,217227,134528
2019,7,15,pa,US,1921195,632613,790345,451021
2019,7,15,pe,CA,966,729,966,729
2019,7,15,pr,US,118768,62665,72700,48469
2019,7,15,qc,CA,58598,42410,58598,42410
2019,7,15,ri,US,157465,54813,60658,34188
2019,7,15,sc,US,1088341,327230,414063,226749
2019,7,15,sd,US,149873,49737,62107,35376
2019,7,15,sk,CA,7997,6181,7997,6181
2019,7,15,tn,US,1430193,434512,555861,314056
2019,7,15,tx,US,6030325,1737049,2308679,1292524
2019,7,15,ut,US,498067,150598,191879,107863
2019,7,15,va,US,1386069,431691,550384,309214
2019,7,15,vi,US,246,162,0,0
2019,7,15,vt,US,65069,24583,29178,17419
2019,7,15,wa,US,1029572,341878,392197,244507
2019,7,15,wi,US,967409,329558,423846,246397
2019,7,15,wv,US,258364,93296,115884,68268
2019,7,15,wy,US,88829,31313,32606,19226
2019,7,15,yt,CA,206,165,206,165
2019,7,16,ALL,"",61603982,18677686,23531576,13602741
2019,7,16,ALL_CA,CA,324282,239426,324282,239426
2019,7,16,ALL_US,US,61279700,18438760,23207294,13363315
2019,7,16,ab,CA,37127,28940,37127,28940
2019,7,16,ak,US,87116,30354,29358,19173
2019,7,16,al,US,1274837,366866,496831,275186
2019,7,16,ar,US,675836,203345,275681,153164
2019,7,16,as,US,46,36,40,31
2019,7,16,az,US,1080221,337137,398140,242545
2019,7,16,bc,CA,44482,34821,44482,34821
2019,7,16,ca,US,6370264,1875871,2146946,1300857
2019,7,16,co,US,984088,302984,340042,200800
2019,7,16,ct,US,528172,173595,217308,122470
2019,7,16,dc,US,143250,62882,0,0
2019,7,16,de,US,168901,57035,63103,36604
2019,7,16,fl,US,4667869,1330371,1626391,916244
2019,7,16,ga,US,2494190,712736,915162,506290
2019,7,16,gu,US,1256,684,704,518
2019,7,16,hi,US,288664,75184,71557,45856
2019,7,16,ia,US,632176,202141,272647,151527
2019,7,16,id,US,252833,82497,102183,59276
2019,7,16,il,US,2494384,818432,959429,555383
2019,7,16,in,US,1228680,415521,528294,304647
2019,7,16,ks,US,625109,197600,263147,144854
2019,7,16,ky,US,839338,282230,351056,202129
2019,7,16,la,US,992563,287905,392039,216330
2019,7,16,ma,US,994864,332120,372064,214566
2019,7,16,mb,CA,9734,7240,9734,7240
2019,7,16,md,US,1025745,341042,391469,228440
2019,7,16,me,US,172293,59777,71288,41626
2019,7,16,mi,US,1787864,608555,769137,446998
2019,7,16,mn,US,964560,319329,381594,224400
2019,7,16,mo,US,1337478,409575,515201,290776
2019,7,16,mp,US,499,370,497,369
2019,7,16,ms,US,676253,203784,273902,152746
2019,7,16,mt,US,140883,46855,52257,31117
2019,7,16,nb,CA,5637,4096,5637,4096
2019,7,16,nc,US,2112805,656944,830123,470226
2019,7,16,nd,US,149534,50733,62183,36342
2019,7,16,ne,US,424802,135740,176379,98452
2019,7,16,nh,US,204458,70587,84341,47855
2019,7,16,nj,US,1751745,544597,687727,381325
2019,7,16,nl,CA,3128,2212,3128,2212
2019,7,16,nm,US,264729,91350,101434,60596
2019,7,16,ns,CA,7230,5254,7230,5254
2019,7,16,nt,CA,226,172,226,172
2019,7,16,nu,CA,126,77,126,77
2019,7,16,nv,US,657871,180196,185035,113613
2019,7,16,ny,US,3372222,1082862,1215383,710706
2019,7,16,oh,US,2196701,755132,943817,549678
2019,7,16,ok,US,898836,260612,357270,194163
2019,7,16,on,CA,146300,105342,146300,105342
2019,7,16,or,US,617149,203109,220606,135724
2019,7,16,pa,US,2021977,700502,832398,489158
2019,7,16,pe,CA,1011,746,1011,746
2019,7,16,pr,US,116513,60936,68406,45744
2019,7,16,qc,CA,60738,43936,60738,43936
2019,7,16,ri,US,162530,56818,61844,35257
2019,7,16,sc,US,1107383,329316,412794,227148
2019,7,16,sd,US,157008,52619,63860,37262
2019,7,16,sk,CA,8298,6408,8298,6408
2019,7,16,tn,US,1477578,448888,562287,319827
2019,7,16,tx,US,6214500,1791605,2310883,1297499
